테이블명,컬럼명,데이터타입,NULL허용,기본값,위치
reservation_cruise_car,car_count,integer,NULL 가능,0,4
reservation_cruise_car,passenger_count,integer,NULL 가능,0,5
reservation_cruise_car,pickup_datetime,date,NOT NULL,null,6
reservation_cruise_car,pickup_location,text,NULL 가능,null,7
reservation_cruise_car,dropoff_location,text,NULL 가능,null,8
reservation_cruise_car,car_total_price,numeric,NULL 가능,0,9
reservation_cruise_car,request_note,text,NULL 가능,null,10
reservation_cruise_car,created_at,timestamp with time zone,NULL 가능,now(),11
reservation_cruise_car,updated_at,timestamp with time zone,NULL 가능,now(),12
reservation_cruise_car,unit_price,numeric,NULL 가능,null,13
reservation_cruise_car,dispatch_code,text,NULL 가능,null,14
reservation_cruise_car,pickup_confirmed_at,timestamp with time zone,NULL 가능,null,15
reservation_cruise_car,dispatch_memo,text,NULL 가능,null,16
reservation_cruise_car,rentcar_price_code,text,NULL 가능,null,17
reservation_cruise_car,way_type,text,NULL 가능,null,18
reservation_cruise_car,route,text,NULL 가능,null,19
reservation_cruise_car,vehicle_type,text,NULL 가능,null,20
reservation_cruise_car,rental_type,text,NULL 가능,null,21
reservation_cruise_car,return_datetime,date,NULL 가능,null,22
reservation_daily_stats,id,bigint,NOT NULL,null,1
reservation_daily_stats,stat_date,date,NOT NULL,null,2
reservation_daily_stats,service_type,text,NOT NULL,null,3
reservation_daily_stats,status,text,NOT NULL,null,4
reservation_daily_stats,count,integer,NOT NULL,0,5
reservation_daily_stats,created_at,timestamp with time zone,NOT NULL,now(),6
reservation_hotel,reservation_id,uuid,NULL 가능,null,1
reservation_hotel,schedule,text,NULL 가능,null,2
reservation_hotel,room_count,integer,NULL 가능,null,3
reservation_hotel,checkin_date,date,NULL 가능,null,4
reservation_hotel,breakfast_service,text,NULL 가능,null,5
reservation_hotel,hotel_category,text,NULL 가능,null,6
reservation_hotel,guest_count,integer,NULL 가능,null,7
reservation_hotel,total_price,numeric,NULL 가능,null,8
reservation_hotel,hotel_price_code,text,NULL 가능,null,9
reservation_hotel,request_note,text,NULL 가능,null,10
reservation_hotel,id,uuid,NOT NULL,gen_random_uuid(),11
reservation_hotel,created_at,timestamp with time zone,NOT NULL,now(),12
reservation_hotel,unit_price,numeric,NULL 가능,null,13
reservation_hotel,assignment_code,text,NULL 가능,null,14
reservation_hotel,updated_at,timestamp with time zone,NULL 가능,null,15
reservation_hotel,adult_count,integer,NULL 가능,1,16
reservation_hotel,child_count,integer,NULL 가능,0,17
reservation_hotel,infant_count,integer,NULL 가능,0,18
reservation_hotel,accommodation_info,text,NULL 가능,null,19
reservation_no_quote_backup,re_id,uuid,NULL 가능,null,1
reservation_no_quote_backup,re_user_id,uuid,NULL 가능,null,2
reservation_no_quote_backup,re_quote_id,uuid,NULL 가능,null,3
reservation_no_quote_backup,re_type,text,NULL 가능,null,4
reservation_no_quote_backup,re_status,text,NULL 가능,null,5
reservation_no_quote_backup,re_created_at,timestamp with time zone,NULL 가능,null,6
reservation_no_quote_backup,re_update_at,timestamp with time zone,NULL 가능,null,7
reservation_no_quote_backup,total_amount,numeric,NULL 가능,null,8
reservation_no_quote_backup,paid_amount,numeric,NULL 가능,null,9
reservation_no_quote_backup,payment_status,text,NULL 가능,null,10
reservation_no_quote_backup,order_id,text,NULL 가능,null,11
reservation_no_quote_backup,manager_note,text,NULL 가능,null,12
reservation_no_quote_backup,package_id,uuid,NULL 가능,null,13
reservation_no_quote_backup,pax_count,integer,NULL 가능,null,14
reservation_no_quote_backup,re_adult_count,integer,NULL 가능,null,15
reservation_no_quote_backup,re_child_count,integer,NULL 가능,null,16
reservation_no_quote_backup,re_infant_count,integer,NULL 가능,null,17
reservation_no_quote_backup,reservation_date,date,NULL 가능,null,18
reservation_no_quote_backup,price_breakdown,jsonb,NULL 가능,null,19
reservation_no_quote_reservation_airport_backup,id,uuid,NULL 가능,null,1
reservation_no_quote_reservation_airport_backup,reservation_id,uuid,NULL 가능,null,2
reservation_no_quote_reservation_airport_backup,airport_price_code,text,NULL 가능,null,3
reservation_no_quote_reservation_airport_backup,ra_airport_location,text,NULL 가능,null,4
reservation_no_quote_reservation_airport_backup,ra_flight_number,text,NULL 가능,null,5
reservation_no_quote_reservation_airport_backup,ra_datetime,timestamp with time zone,NULL 가능,null,6
reservation_no_quote_reservation_airport_backup,ra_stopover_location,text,NULL 가능,null,7
reservation_no_quote_reservation_airport_backup,ra_stopover_wait_minutes,integer,NULL 가능,null,8
reservation_no_quote_reservation_airport_backup,ra_car_count,integer,NULL 가능,null,9
reservation_no_quote_reservation_airport_backup,ra_passenger_count,integer,NULL 가능,null,10
reservation_no_quote_reservation_airport_backup,ra_luggage_count,integer,NULL 가능,null,11
reservation_no_quote_reservation_airport_backup,request_note,text,NULL 가능,null,12
reservation_no_quote_reservation_airport_backup,ra_is_processed,text,NULL 가능,null,13
reservation_no_quote_reservation_airport_backup,unit_price,numeric,NULL 가능,null,14
reservation_no_quote_reservation_airport_backup,total_price,numeric,NULL 가능,null,15
reservation_no_quote_reservation_airport_backup,created_at,timestamp with time zone,NULL 가능,null,16
reservation_no_quote_reservation_airport_backup,dispatch_code,text,NULL 가능,null,17
reservation_no_quote_reservation_airport_backup,pickup_confirmed_at,timestamp with time zone,NULL 가능,null,18
reservation_no_quote_reservation_airport_backup,dispatch_memo,text,NULL 가능,null,19
reservation_no_quote_reservation_airport_backup,way_type,text,NULL 가능,null,20
reservation_no_quote_reservation_airport_backup,accommodation_info,text,NULL 가능,null,21
reservation_no_quote_reservation_cruise_backup,reservation_id,uuid,NULL 가능,null,1
reservation_no_quote_reservation_cruise_backup,room_price_code,text,NULL 가능,null,2
reservation_no_quote_reservation_cruise_backup,checkin,date,NULL 가능,null,3
reservation_no_quote_reservation_cruise_backup,guest_count,integer,NULL 가능,null,4
reservation_no_quote_reservation_cruise_backup,unit_price,numeric,NULL 가능,null,5
reservation_no_quote_reservation_cruise_backup,room_total_price,numeric,NULL 가능,null,6
reservation_no_quote_reservation_cruise_backup,request_note,text,NULL 가능,null,7
reservation_no_quote_reservation_cruise_backup,id,uuid,NULL 가능,null,8
reservation_no_quote_reservation_cruise_backup,created_at,timestamp with time zone,NULL 가능,null,9
reservation_no_quote_reservation_cruise_backup,boarding_code,text,NULL 가능,null,10
reservation_no_quote_reservation_cruise_backup,boarding_assist,boolean,NULL 가능,null,11
reservation_no_quote_reservation_cruise_backup,updated_at,timestamp with time zone,NULL 가능,null,12
reservation_no_quote_reservation_cruise_backup,room_count,integer,NULL 가능,null,13
reservation_no_quote_reservation_cruise_backup,adult_count,integer,NULL 가능,null,14
reservation_no_quote_reservation_cruise_backup,child_count,integer,NULL 가능,null,15
reservation_no_quote_reservation_cruise_backup,infant_count,integer,NULL 가능,null,16
reservation_no_quote_reservation_cruise_backup,accommodation_info,text,NULL 가능,null,17
reservation_no_quote_reservation_cruise_backup,child_extra_bed_count,integer,NULL 가능,null,18
reservation_no_quote_reservation_cruise_backup,extra_bed_count,integer,NULL 가능,null,19
reservation_no_quote_reservation_cruise_backup,single_count,integer,NULL 가능,null,20
reservation_no_quote_reservation_cruise_backup,connecting_room,boolean,NULL 가능,null,21
reservation_no_quote_reservation_cruise_backup,birthday_event,boolean,NULL 가능,null,22
reservation_no_quote_reservation_cruise_backup,birthday_name,text,NULL 가능,null,23
reservation_no_quote_reservation_tour_backup,reservation_id,uuid,NULL 가능,null,1
reservation_no_quote_reservation_tour_backup,tour_price_code,text,NULL 가능,null,2
reservation_no_quote_reservation_tour_backup,tour_capacity,integer,NULL 가능,null,3
reservation_no_quote_reservation_tour_backup,pickup_location,text,NULL 가능,null,4
reservation_no_quote_reservation_tour_backup,dropoff_location,text,NULL 가능,null,5
reservation_no_quote_reservation_tour_backup,total_price,numeric,NULL 가능,null,6
reservation_no_quote_reservation_tour_backup,request_note,text,NULL 가능,null,7
reservation_no_quote_reservation_tour_backup,id,uuid,NULL 가능,null,8
reservation_no_quote_reservation_tour_backup,created_at,timestamp with time zone,NULL 가능,null,9
reservation_no_quote_reservation_tour_backup,usage_date,date,NULL 가능,null,10
reservation_no_quote_reservation_tour_backup,unit_price,numeric,NULL 가능,null,11
reservation_no_quote_reservation_tour_backup,adult_count,integer,NULL 가능,null,12
reservation_no_quote_reservation_tour_backup,child_count,integer,NULL 가능,null,13
reservation_no_quote_reservation_tour_backup,infant_count,integer,NULL 가능,null,14
reservation_no_quote_reservation_tour_backup,accommodation_info,text,NULL 가능,null,15
reservation_no_quote_reservation_tour_backup,dispatch_code,text,NULL 가능,null,16
reservation_package,id,uuid,NOT NULL,gen_random_uuid(),1
reservation_package,reservation_id,uuid,NOT NULL,null,2
reservation_package,package_id,uuid,NOT NULL,null,3
reservation_package,adult_count,integer,NOT NULL,1,4
reservation_package,child_extra_bed,integer,NULL 가능,0,5
reservation_package,child_no_extra_bed,integer,NULL 가능,0,6
reservation_package,infant_free,integer,NULL 가능,0,7
reservation_package,infant_tour,integer,NULL 가능,0,8
reservation_package,infant_extra_bed,integer,NULL 가능,0,9
reservation_package,infant_seat,integer,NULL 가능,0,10
reservation_package,airport_vehicle,character varying,NULL 가능,null,11
reservation_package,ninh_binh_vehicle,character varying,NULL 가능,null,12
reservation_package,hanoi_vehicle,character varying,NULL 가능,null,13
reservation_package,cruise_vehicle,character varying,NULL 가능,'스하 셔틀 리무진'::character varying,14
reservation_package,sht_pickup_vehicle,character varying,NULL 가능,null,15
reservation_package,sht_pickup_seat,character varying,NULL 가능,null,16
reservation_package,sht_dropoff_vehicle,character varying,NULL 가능,null,17
reservation_package,sht_dropoff_seat,character varying,NULL 가능,null,18
reservation_package,adult_price,integer,NULL 가능,null,19
reservation_package,child_extra_bed_price,integer,NULL 가능,null,20
reservation_package,child_no_extra_bed_price,integer,NULL 가능,null,21
reservation_package,infant_tour_price,integer,NULL 가능,null,22
reservation_package,infant_extra_bed_price,integer,NULL 가능,null,23
reservation_package,infant_seat_price,integer,NULL 가능,null,24
reservation_package,total_price,integer,NULL 가능,null,25
reservation_package,additional_requests,text,NULL 가능,null,26
reservation_package,created_at,timestamp with time zone,NULL 가능,now(),27
reservation_package,updated_at,timestamp with time zone,NULL 가능,now(),28
reservation_payment,id,uuid,NOT NULL,gen_random_uuid(),1
reservation_payment,reservation_id,uuid,NOT NULL,null,2
reservation_payment,user_id,uuid,NULL 가능,null,3
reservation_payment,amount,numeric,NOT NULL,null,4
reservation_payment,payment_method,text,NULL 가능,null,5
reservation_payment,payment_status,text,NOT NULL,'pending'::text,6
reservation_payment,memo,text,NULL 가능,null,7
reservation_payment,created_at,timestamp with time zone,NOT NULL,now(),8
reservation_payment,updated_at,timestamp with time zone,NOT NULL,now(),9
reservation_payment,transaction_id,text,NULL 가능,null,10
reservation_payment,gateway,text,NULL 가능,null,11
reservation_payment,raw_response,jsonb,NULL 가능,null,12
reservation_payment,quote_id,uuid,NULL 가능,null,13
reservation_payments,id,uuid,NOT NULL,gen_random_uuid(),1
reservation_payments,reservation_id,uuid,NOT NULL,null,2
reservation_payments,payment_type,text,NOT NULL,null,3
reservation_payments,payment_amount,numeric,NOT NULL,null,4
reservation_payments,payment_date,date,NOT NULL,null,5
reservation_payments,payment_status,text,NOT NULL,'pending'::text,6
reservation_payments,payment_method,text,NULL 가능,null,7
reservation_payments,transaction_id,text,NULL 가능,null,8
reservation_payments,notes,text,NULL 가능,null,9
reservation_payments,created_at,timestamp with time zone,NULL 가능,CURRENT_TIMESTAMP,10
reservation_payments,updated_at,timestamp with time zone,NULL 가능,CURRENT_TIMESTAMP,11
reservation_payments,created_by,uuid,NULL 가능,null,12
reservation_payments,interim_due_date,date,NULL 가능,null,13
reservation_payments,final_due_date,date,NULL 가능,null,14
reservation_rentcar,reservation_id,uuid,NOT NULL,null,1
reservation_rentcar,rentcar_price_code,text,NOT NULL,null,2
reservation_rentcar,rentcar_count,integer,NOT NULL,1,3
reservation_rentcar,unit_price,numeric,NOT NULL,0,4
reservation_rentcar,car_count,integer,NULL 가능,null,5
reservation_rentcar,passenger_count,integer,NULL 가능,null,6
reservation_rentcar,pickup_datetime,timestamp with time zone,NULL 가능,null,7
reservation_rentcar,pickup_location,text,NULL 가능,null,8
reservation_rentcar,destination,text,NULL 가능,null,9
reservation_rentcar,via_location,text,NULL 가능,null,10
reservation_rentcar,via_waiting,text,NULL 가능,null,11
reservation_rentcar,luggage_count,integer,NULL 가능,null,12
reservation_rentcar,total_price,numeric,NULL 가능,null,13
reservation_rentcar,request_note,text,NULL 가능,null,14
reservation_rentcar,id,uuid,NOT NULL,gen_random_uuid(),15
reservation_rentcar,created_at,timestamp with time zone,NOT NULL,now(),16
reservation_rentcar,dispatch_code,text,NULL 가능,null,17
reservation_rentcar,pickup_confirmed_at,timestamp with time zone,NULL 가능,null,18
reservation_rentcar,dispatch_memo,text,NULL 가능,null,19
reservation_rentcar,way_type,text,NULL 가능,null,20
reservation_rentcar,return_datetime,timestamp with time zone,NULL 가능,null,21
reservation_rentcar,return_pickup_location,text,NULL 가능,null,22
reservation_rentcar,return_destination,text,NULL 가능,null,23
reservation_rentcar,return_via_location,text,NULL 가능,null,24
reservation_rentcar,return_via_waiting,text,NULL 가능,null,25
reservation_status_log,id,bigint,NOT NULL,null,1
reservation_status_log,reservation_id,uuid,NOT NULL,null,2
reservation_status_log,re_type,text,NULL 가능,null,3
reservation_status_log,prev_status,text,NULL 가능,null,4
reservation_status_log,new_status,text,NOT NULL,null,5
reservation_status_log,changed_by,uuid,NULL 가능,null,6
reservation_status_log,changed_by_email,text,NULL 가능,null,7
reservation_status_log,changed_at,timestamp with time zone,NOT NULL,now(),8
reservation_status_log,note,text,NULL 가능,null,9
reservation_tour,reservation_id,uuid,NULL 가능,null,1
reservation_tour,tour_price_code,text,NULL 가능,null,2
reservation_tour,tour_capacity,integer,NULL 가능,null,3
reservation_tour,pickup_location,text,NULL 가능,null,4
reservation_tour,dropoff_location,text,NULL 가능,null,5
reservation_tour,total_price,numeric,NULL 가능,null,6
reservation_tour,request_note,text,NULL 가능,null,7
reservation_tour,id,uuid,NOT NULL,gen_random_uuid(),8
reservation_tour,created_at,timestamp with time zone,NOT NULL,now(),9
reservation_tour,usage_date,date,NULL 가능,null,10
reservation_tour,unit_price,numeric,NULL 가능,null,11
reservation_tour,adult_count,integer,NULL 가능,1,12
reservation_tour,child_count,integer,NULL 가능,0,13
reservation_tour,infant_count,integer,NULL 가능,0,14
reservation_tour,dispatch_code,text,NULL 가능,null,16
room,id,uuid,NOT NULL,gen_random_uuid(),1
room,base_price,numeric,NULL 가능,null,2
room,created_at,timestamp with time zone,NULL 가능,now(),3
room,updated_at,timestamp with time zone,NULL 가능,now(),4
room,room_code,character varying,NULL 가능,null,5
room,special_requests,text,NULL 가능,null,6
room,person_count,integer,NULL 가능,0,7
room,extra_count,integer,NULL 가능,0,9
room,single_charge_count,integer,NULL 가능,0,10
room,boarding_code,text,NULL 가능,null,11
room,sale,character varying,NULL 가능,null,12
room,adult_count,integer,NULL 가능,0,13
room,child_count,integer,NULL 가능,0,14
room,child_extra_bed_count,integer,NULL 가능,0,15
room,infant_count,integer,NULL 가능,0,16
room,extra_bed_count,integer,NULL 가능,0,17
room,single_count,integer,NULL 가능,0,18
sh_c,id,integer,NOT NULL,nextval('sh_c_id_seq'::regclass),1
sh_c,sheet_id,text,NULL 가능,null,2
sh_c,order_id,text,NULL 가능,null,3
sh_c,division,text,NULL 가능,null,4
sh_c,category,text,NULL 가능,null,5
sh_c,cruise_name,text,NULL 가능,null,6
sh_c,vehicle_type,text,NULL 가능,null,7
sh_c,vehicle_code,text,NULL 가능,null,8
sh_c,vehicle_count,text,NULL 가능,null,9
sh_c,passenger_count,text,NULL 가능,null,10
sh_c,boarding_datetime,text,NULL 가능,null,11
sh_c,boarding_location,text,NULL 가능,null,12
sh_c,dropoff_location,text,NULL 가능,null,13
sh_c,modifier,text,NULL 가능,null,14
sh_c,modified_at,text,NULL 가능,null,15
sh_c,quantity,text,NULL 가능,null,16
sh_c,processed,text,NULL 가능,null,17
sh_c,processed_at,text,NULL 가능,null,18
sh_c,amount,text,NULL 가능,null,19
sh_c,total,text,NULL 가능,null,20
sh_c,email,text,NULL 가능,null,21
sh_c,unit,text,NULL 가능,null,22
sh_c,migrated,text,NULL 가능,null,23
sh_c,synced_at,timestamp with time zone,NULL 가능,now(),24
sh_cc,id,integer,NOT NULL,nextval('sh_cc_id_seq'::regclass),1
sh_cc,sheet_id,text,NULL 가능,null,2
sh_cc,order_id,text,NULL 가능,null,3
sh_cc,boarding_date,text,NULL 가능,null,4
sh_cc,division,text,NULL 가능,null,5
sh_cc,category,text,NULL 가능,null,6
sh_cc,vehicle_number,text,NULL 가능,null,7
sh_cc,seat_number,text,NULL 가능,null,8
sh_cc,name,text,NULL 가능,null,9
sh_cc,modifier,text,NULL 가능,null,10
sh_cc,modified_at,text,NULL 가능,null,11
sh_cc,email,text,NULL 가능,null,12
sh_cc,synced_at,timestamp with time zone,NULL 가능,now(),13
sh_h,id,integer,NOT NULL,nextval('sh_h_id_seq'::regclass),1
sh_h,sheet_id,text,NULL 가능,null,2
sh_h,order_id,text,NULL 가능,null,3
sh_h,hotel_code,text,NULL 가능,null,4
sh_h,hotel_name,text,NULL 가능,null,5
sh_h,room_name,text,NULL 가능,null,6
sh_h,room_type,text,NULL 가능,null,7
sh_h,room_count,text,NULL 가능,null,8
sh_h,schedule,text,NULL 가능,null,9
sh_h,checkin_date,text,NULL 가능,null,10
sh_h,checkout_date,text,NULL 가능,null,11
sh_h,breakfast_service,text,NULL 가능,null,12
sh_h,adult,text,NULL 가능,null,13
sh_h,child,text,NULL 가능,null,14
sh_h,toddler,text,NULL 가능,null,15
sh_h,extra_bed,text,NULL 가능,null,16
sh_h,guest_count,text,NULL 가능,null,17
sh_h,modifier,text,NULL 가능,null,18
sh_h,modified_at,text,NULL 가능,null,19
sh_h,processed,text,NULL 가능,null,20
sh_h,processed_at,text,NULL 가능,null,21
sh_h,note,text,NULL 가능,null,22
sh_h,discount_amount,text,NULL 가능,null,23
sh_h,amount,text,NULL 가능,null,24
sh_h,total,text,NULL 가능,null,25
sh_h,email,text,NULL 가능,null,26
sh_h,synced_at,timestamp with time zone,NULL 가능,now(),27
sh_m,id,integer,NOT NULL,nextval('sh_m_id_seq'::regclass),1
sh_m,order_id,text,NULL 가능,null,2
sh_m,reservation_date,text,NULL 가능,null,3
sh_m,email,text,NULL 가능,null,4
sh_m,korean_name,text,NULL 가능,null,5
sh_m,english_name,text,NULL 가능,null,6
sh_m,nickname,text,NULL 가능,null,7
sh_m,member_grade,text,NULL 가능,null,8
sh_m,name,text,NULL 가능,null,9
sh_m,phone,text,NULL 가능,null,10
sh_m,creator,text,NULL 가능,null,11
sh_m,created_at,text,NULL 가능,null,12
sh_m,exchange_rate,text,NULL 가능,null,13
sh_m,usd_rate,text,NULL 가능,null,14
sh_m,url,text,NULL 가능,null,15
sh_m,plan,text,NULL 가능,null,16
sh_m,payment_method,text,NULL 가능,null,17
sh_m,request_note,text,NULL 가능,null,18
sh_m,kakao_id,text,NULL 가능,null,19
sh_m,special_note,text,NULL 가능,null,20
sh_m,birth_date,text,NULL 가능,null,21
sh_m,memo,text,NULL 가능,null,22
sh_m,discount_amount,text,NULL 가능,null,23
sh_m,discount_code,text,NULL 가능,null,24
sh_m,synced_at,timestamp with time zone,NULL 가능,now(),25
sh_p,id,integer,NOT NULL,nextval('sh_p_id_seq'::regclass),1
sh_p,sheet_id,text,NULL 가능,null,2
sh_p,order_id,text,NULL 가능,null,3
sh_p,division,text,NULL 가능,null,4
sh_p,category,text,NULL 가능,null,5
sh_p,route,text,NULL 가능,null,6
sh_p,vehicle_code,text,NULL 가능,null,7
sh_p,vehicle_type,text,NULL 가능,null,8
sh_p,date,text,NULL 가능,null,9
sh_p,time,text,NULL 가능,null,10
sh_p,airport_name,text,NULL 가능,null,11
sh_p,flight_number,text,NULL 가능,null,12
sh_p,passenger_count,text,NULL 가능,null,13
sh_p,carrier_count,text,NULL 가능,null,14
sh_p,location_name,text,NULL 가능,null,15
sh_p,stopover,text,NULL 가능,null,16
sh_p,stopover_wait_time,text,NULL 가능,null,17
sh_p,vehicle_count,text,NULL 가능,null,18
sh_p,modifier,text,NULL 가능,null,19
sh_p,modified_at,text,NULL 가능,null,20
sh_p,processed,text,NULL 가능,null,21
sh_p,processed_at,text,NULL 가능,null,22
sh_p,amount,text,NULL 가능,null,23
sh_p,total,text,NULL 가능,null,24
sh_p,email,text,NULL 가능,null,25
sh_p,fast_service,text,NULL 가능,null,26
sh_p,unit,text,NULL 가능,null,27
sh_p,synced_at,timestamp with time zone,NULL 가능,now(),28
sh_r,id,integer,NOT NULL,nextval('sh_r_id_seq'::regclass),1
sh_r,sheet_id,text,NULL 가능,null,2
sh_r,order_id,text,NULL 가능,null,3
sh_r,cruise_name,text,NULL 가능,null,4
sh_r,division,text,NULL 가능,null,5
sh_r,room_type,text,NULL 가능,null,6
sh_r,room_count,text,NULL 가능,null,7
sh_r,room_code,text,NULL 가능,null,8
sh_r,schedule_days,text,NULL 가능,null,9
sh_r,room_discount,text,NULL 가능,null,10
sh_r,checkin_date,text,NULL 가능,null,11
sh_r,time,text,NULL 가능,null,12
sh_r,adult,text,NULL 가능,null,13
sh_r,child,text,NULL 가능,null,14
sh_r,toddler,text,NULL 가능,null,15
sh_r,boarding_count,text,NULL 가능,null,16
sh_r,guest_count,text,NULL 가능,null,17
sh_r,modifier,text,NULL 가능,null,18
sh_r,modified_at,text,NULL 가능,null,19
sh_r,boarding_help,text,NULL 가능,null,20
sh_r,discount_code,text,NULL 가능,null,21
sh_r,room_note,text,NULL 가능,null,22
sh_r,processed,text,NULL 가능,null,23
sh_r,processed_at,text,NULL 가능,null,24
sh_r,boat,text,NULL 가능,null,25
sh_r,amount,text,NULL 가능,null,26
sh_r,total,text,NULL 가능,null,27
sh_r,email,text,NULL 가능,null,28
sh_r,unit,text,NULL 가능,null,29
sh_r,connecting_room,text,NULL 가능,null,30
sh_r,synced_at,timestamp with time zone,NULL 가능,now(),31
sh_rc,id,integer,NOT NULL,nextval('sh_rc_id_seq'::regclass),1
sh_rc,sheet_id,text,NULL 가능,null,2
sh_rc,order_id,text,NULL 가능,null,3
sh_rc,vehicle_code,text,NULL 가능,null,4
sh_rc,division,text,NULL 가능,null,5
sh_rc,category,text,NULL 가능,null,6
sh_rc,route,text,NULL 가능,null,7
sh_rc,vehicle_type,text,NULL 가능,null,8
sh_rc,vehicle_count,text,NULL 가능,null,9
sh_rc,boarding_date,text,NULL 가능,null,10
sh_rc,boarding_time,text,NULL 가능,null,11
sh_rc,boarding_location,text,NULL 가능,null,12
sh_rc,carrier_count,text,NULL 가능,null,13
sh_rc,destination,text,NULL 가능,null,14
sh_rc,stopover,text,NULL 가능,null,15
sh_rc,passenger_count,text,NULL 가능,null,16
sh_rc,usage_period,text,NULL 가능,null,17
sh_rc,modifier,text,NULL 가능,null,18
sh_rc,modified_at,text,NULL 가능,null,19
sh_rc,memo,text,NULL 가능,null,20
sh_rc,processed,text,NULL 가능,null,21
sh_rc,processed_at,text,NULL 가능,null,22
sh_rc,amount,text,NULL 가능,null,23
sh_rc,total,text,NULL 가능,null,24
sh_rc,email,text,NULL 가능,null,25
sh_rc,synced_at,timestamp with time zone,NULL 가능,now(),26
sh_t,id,integer,NOT NULL,nextval('sh_t_id_seq'::regclass),1
sh_t,sheet_id,text,NULL 가능,null,2
sh_t,order_id,text,NULL 가능,null,3
sh_t,tour_code,text,NULL 가능,null,4
sh_t,tour_name,text,NULL 가능,null,5
sh_t,tour_type,text,NULL 가능,null,6
sh_t,detail_category,text,NULL 가능,null,7
sh_t,quantity,text,NULL 가능,null,8
sh_t,start_date,text,NULL 가능,null,9
sh_t,end_date,text,NULL 가능,null,10
sh_t,tour_count,text,NULL 가능,null,11
sh_t,dispatch,text,NULL 가능,null,12
sh_t,pickup_location,text,NULL 가능,null,13
sh_t,dropoff_location,text,NULL 가능,null,14
sh_t,modifier,text,NULL 가능,null,15
sh_t,modified_at,text,NULL 가능,null,16
sh_t,memo,text,NULL 가능,null,17
sh_t,processed,text,NULL 가능,null,18
sh_t,processed_at,text,NULL 가능,null,19
sh_t,amount,text,NULL 가능,null,20
sh_t,total,text,NULL 가능,null,21
sh_t,email,text,NULL 가능,null,22
sh_t,tour_note,text,NULL 가능,null,23
sh_t,synced_at,timestamp with time zone,NULL 가능,now(),24
tour,tour_id,uuid,NOT NULL,gen_random_uuid(),1
tour,tour_code,text,NOT NULL,null,2
tour,tour_name,text,NOT NULL,null,3
tour,category,text,NOT NULL,null,4
tour,description,text,NULL 가능,null,5
tour,overview,text,NULL 가능,null,6
tour,duration,text,NULL 가능,null,7
tour,guide_language,ARRAY,NULL 가능,ARRAY['한국어'::text],8
tour,group_type,USER-DEFINED,NOT NULL,'private'::tour_group_type,9
tour,location,text,NULL 가능,null,10
tour,starting_point,text,NULL 가능,null,11
tour,meeting_time,time without time zone,NULL 가능,null,12
tour,image_url,text,NULL 가능,null,13
tour,thumbnail_url,text,NULL 가능,null,14
tour,rating,numeric,NULL 가능,0,15
tour,review_count,integer,NULL 가능,0,16
tour,is_active,boolean,NULL 가능,true,17
tour,status,USER-DEFINED,NULL 가능,'active'::tour_status,18
tour,min_age_free_applicable,integer,NULL 가능,null,19
tour,special_age_policy_description,text,NULL 가능,null,20
tour,contact_info,jsonb,NULL 가능,null,21
tour,payment_notes,text,NULL 가능,null,22
tour,cancellation_policy_url,text,NULL 가능,null,23
tour,created_at,timestamp with time zone,NULL 가능,now(),24
tour,updated_at,timestamp with time zone,NULL 가능,now(),25
tour,program_type,text,NULL 가능,null,26
tour,is_cruise_addon,boolean,NULL 가능,false,27
tour_addon_options,option_id,uuid,NOT NULL,gen_random_uuid(),1
tour_addon_options,tour_id,uuid,NOT NULL,null,2
tour_addon_options,option_name,text,NOT NULL,null,3
tour_addon_options,option_category,USER-DEFINED,NULL 가능,null,4
tour_addon_options,description,text,NULL 가능,null,5
tour_addon_options,detailed_description,jsonb,NULL 가능,null,6
tour_addon_options,price,numeric,NULL 가능,null,7
tour_addon_options,price_type,USER-DEFINED,NULL 가능,'per_person'::price_type,8
tour_addon_options,price_currency,text,NULL 가능,'VND'::text,9
tour_addon_options,is_guide_escort_fee,boolean,NULL 가능,false,10
tour_addon_options,is_post_tour_optional,boolean,NULL 가능,false,11
tour_addon_options,duration_minutes,integer,NULL 가능,null,12
tour_addon_options,is_required,boolean,NULL 가능,false,13
tour_addon_options,is_available,boolean,NULL 가능,true,14
tour_addon_options,max_capacity,integer,NULL 가능,null,15
tour_addon_options,order_seq,integer,NULL 가능,null,16
tour_addon_options,created_at,timestamp with time zone,NULL 가능,now(),17
tour_addon_options,updated_at,timestamp with time zone,NULL 가능,now(),18
tour_booking,booking_id,uuid,NOT NULL,gen_random_uuid(),1
tour_booking,user_id,uuid,NOT NULL,null,2
tour_booking,tour_id,uuid,NOT NULL,null,3
tour_booking,tour_date,date,NOT NULL,null,4
tour_booking,guest_count,integer,NOT NULL,null,5
tour_booking,adult_count,integer,NULL 가능,null,6
tour_booking,child_count,integer,NULL 가능,0,7
tour_booking,infant_count,integer,NULL 가능,0,8
tour_booking,special_age_children_count,integer,NULL 가능,0,9
tour_booking,selected_vehicle_type,text,NULL 가능,null,10
tour_booking,selected_spa_menu,text,NULL 가능,null,11
tour_booking,total_price,numeric,NULL 가능,null,12
tour_booking,deposit_paid,numeric,NULL 가능,null,13
tour_booking,remaining_balance,numeric,NULL 가능,null,14
tour_booking,deposit_paid_at,timestamp with time zone,NULL 가능,null,15
tour_booking,payment_due_date,timestamp with time zone,NULL 가능,null,16
